Metagenome	bin	contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
A3	bin.026	NODE_22606_length_5445_cov_3.694249||full	0.86	dsDNAphage	5378	0	36.4	9.1	5378	No	NA	11	1	0	Low-quality	Genome-fragment	7.12	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_23143_length_5378_cov_5.287620||full	0.94	dsDNAphage	5377	0	8.3	0	5377	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1.04	no viral genes detected
A3	bin.ubinned	NODE_22511_length_5459_cov_9.327165||full	0.993	dsDNAphage	5376	1	50	0	5376	No	NA	6	1	0	Low-quality	Genome-fragment	8.04	HMM-based (lower-bound)	0	1	NA
A3	bin.026	NODE_23139_length_5379_cov_2.319309||full	0.76	dsDNAphage	5376	1	25	0	5376	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_25956_length_5377_cov_5.281849||full	0.753	dsDNAphage	5375	0	66.7	0	5375	No	NA	3	0	3	Low-quality	Genome-fragment	1.76	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_24043_length_5669_cov_3.005700||full	0.827	dsDNAphage	5375	0	100	0	5375	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_25950_length_5378_cov_3.971820||full	0.827	dsDNAphage	5374	0	42.9	0	5374	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_16117_length_6039_cov_10.860461||full	1	dsDNAphage	5373	1	25	0	5373	No	NA	12	1	0	Low-quality	Genome-fragment	4.83	HMM-based (lower-bound)	0	1	NA
B2	bin.071	NODE_25980_length_5375_cov_3.149060||full	0.973	dsDNAphage	5372	0	33.3	0	5372	No	NA	12	1	0	Low-quality	Genome-fragment	2.9	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_31068_length_5373_cov_2.912373||full	0.793	dsDNAphage	5372	0	25	0	5372	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_22734_length_5425_cov_9.472626||full	0.527	dsDNAphage	5369	0	9.1	0	5369	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1.02	no viral genes detected
B2	bin.042	NODE_25787_length_5400_cov_5.587465||full	0.947	dsDNAphage	5369	1	50	0	5369	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C1	bin.015	NODE_2783_length_5370_cov_3.387582||full	0.887	dsDNAphage	5369	0	100	0	5369	No	NA	6	5	0	Low-quality	Genome-fragment	1.79	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_19586_length_5370_cov_2.906491||full	0.98	dsDNAphage	5368	1	50	0	5368	No	NA	8	1	0	Low-quality	Genome-fragment	2.48	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_25799_length_5399_cov_2.975299||full	0.767	dsDNAphage	5368	0	9.1	0	5368	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.061	NODE_24781_length_5549_cov_3.440299||full	0.753	dsDNAphage	5367	0	40	0	5367	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_31121_length_5368_cov_2.773386||full	0.953	dsDNAphage	5367	0	44.4	0	5367	No	NA	9	0	0	Low-quality	Genome-fragment	14.41	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_17159_length_7125_cov_3.210042||full	1	dsDNAphage	5365	1	41.7	0	5365	No	NA	12	3	0	Low-quality	Genome-fragment	7.05	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_25946_length_5379_cov_2.978775||full	0.92	dsDNAphage	5364	1	30	0	5364	No	NA	10	2	0	Low-quality	Genome-fragment	4.21	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_25952_length_5378_cov_3.301146||full	1	dsDNAphage	5364	1	80	0	5364	No	NA	5	3	0	Low-quality	Genome-fragment	11.02	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_23244_length_5365_cov_2.636158||full	0.973	dsDNAphage	5363	0	26.7	6.7	5363	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_31147_length_5364_cov_13.500848||full	0.867	dsDNAphage	5362	0	40	0	5362	No	NA	5	0	0	Low-quality	Genome-fragment	5	AAI-based (medium-confidence)	0	1	no viral genes detected
A1	bin.unbinned	NODE_18792_length_5506_cov_3.140525||full	0.993	dsDNAphage	5361	1	57.1	0	5361	No	NA	7	2	0	Low-quality	Genome-fragment	13.96	AAI-based (medium-confidence)	0	1	NA
C1	bin.unbinned	NODE_2681_length_5503_cov_3.060940||full	0.907	dsDNAphage	5361	0	14.3	0	5361	No	NA	7	0	0	Low-quality	Genome-fragment	14.63	AAI-based (high-confidence)	0	1	no viral genes detected
C2	bin.047	NODE_31153_length_5364_cov_2.881334||full	0.587	dsDNAphage	5360	1	16.7	0	5360	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_26092_length_5361_cov_4.632680||full	0.78	dsDNAphage	5359	0	15.4	0	5359	No	NA	13	1	0	Low-quality	Genome-fragment	4.53	HMM-based (lower-bound)	0	1.01	NA
C2	bin.047	NODE_31198_length_5359_cov_5.759238||full	0.727	dsDNAphage	5359	0	30	10	5359	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_29969_length_5501_cov_2.871833||full	0.7	dsDNAphage	5359	0	11.1	0	5359	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_31188_length_5360_cov_4.819227||full	0.993	dsDNAphage	5359	2	25	0	5359	No	NA	8	1	0	Low-quality	Genome-fragment	10.61	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_31208_length_5359_cov_2.842760||full	0.987	dsDNAphage	5359	1	30	0	5359	No	NA	10	1	0	Low-quality	Genome-fragment	2.41	HMM-based (lower-bound)	0	1	NA
C2	bin.110	NODE_30951_length_5386_cov_8.399737||full	0.727	dsDNAphage	5359	1	40	0	5359	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.135	NODE_30738_length_5412_cov_2.901624||full	0.887	dsDNAphage	5358	0	7.7	0	5358	No	NA	13	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_22156_length_6001_cov_4.356542||full	0.767	dsDNAphage	5357	0	9.1	0	5357	No	NA	11	1	0	Low-quality	Genome-fragment	8.52	AAI-based (medium-confidence)	0	1	NA
C2	bin.047	NODE_31191_length_5360_cov_3.849576||full	0.947	dsDNAphage	5357	1	33.3	0	5357	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.023	NODE_19637_length_5360_cov_3.843355||full	1	dsDNAphage	5356	1	26.7	0	5356	No	NA	15	3	0	Low-quality	Genome-fragment	11.43	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_31203_length_5359_cov_3.328620||full	0.733	dsDNAphage	5356	0	16.7	0	5356	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_22829_length_5416_cov_2.524342||full	0.993	dsDNAphage	5355	0	15	5	5355	No	NA	20	2	0	Low-quality	Genome-fragment	7.54	HMM-based (lower-bound)	0	1	NA
C1	bin.015	NODE_2790_length_5357_cov_2.817616||full	1	dsDNAphage	5355	1	80	0	5355	Yes	4197	5	2	1	Low-quality	Genome-fragment	1.46	HMM-based (lower-bound)	21.62	1	NA
B2	bin.unbinned	NODE_24604_length_5578_cov_2.845555||full	1	dsDNAphage	5354	1	40	0	5354	No	NA	5	1	0	Low-quality	Genome-fragment	2.19	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_31077_length_5372_cov_3.311266||full	0.907	dsDNAphage	5354	0	33.3	0	5354	No	NA	9	1	0	Low-quality	Genome-fragment	4.7	AAI-based (medium-confidence)	0	1	NA
A3	bin.070	NODE_23324_length_5354_cov_3.207964||full	0.907	dsDNAphage	5353	1	37.5	0	5353	No	NA	8	1	0	Low-quality	Genome-fragment	7.52	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_26042_length_5368_cov_3.409185||full	1	dsDNAphage	5353	1	22.2	0	5353	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.098	NODE_23329_length_5353_cov_8.677237||full	1	dsDNAphage	5352	3	75	0	5352	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_19695_length_5864_cov_2.968497||full	0.733	dsDNAphage	5352	0	62.5	12.5	5352	No	NA	8	0	0	Low-quality	Genome-fragment	9.92	AAI-based (high-confidence)	0	1	no viral genes detected
B1	bin.unbinned	NODE_4195_length_5472_cov_4.385453||full	0.98	dsDNAphage	5352	1	14.3	0	5352	No	NA	7	0	0	Low-quality	Genome-fragment	4.67	AAI-based (high-confidence)	0	1	no viral genes detected
A3	bin.098	NODE_23363_length_5350_cov_5.158074||full	0.98	dsDNAphage	5348	2	71.4	0	5348	No	NA	6	2	0	Low-quality	Genome-fragment	12.82	AAI-based (high-confidence)	0	1.01	NA
A3	bin.099	NODE_23372_length_5349_cov_3.826218||full	1	dsDNAphage	5348	1	25	0	5348	No	NA	8	1	0	Low-quality	Genome-fragment	2.24	HMM-based (lower-bound)	0	1	NA
B1	bin.001	NODE_4402_length_5350_cov_3.092162||full	0.52	dsDNAphage	5348	0	14.3	0	5348	No	NA	7	0	2	Low-quality	Genome-fragment	11.33	AAI-based (high-confidence)	0	1	no viral genes detected
B2	bin.124	NODE_26174_length_5350_cov_4.741832||full	0.773	dsDNAphage	5348	0	21.4	0	5348	No	NA	14	1	0	Low-quality	Genome-fragment	1.18	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_30930_length_5388_cov_8.140446||full	0.9	dsDNAphage	5348	1	25	12.5	5348	No	NA	8	1	0	Low-quality	Genome-fragment	4.4	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_4207_length_5468_cov_3.563089||full	0.94	dsDNAphage	5347	1	20	0	5347	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_31312_length_5348_cov_3.982052||full	0.913	dsDNAphage	5347	0	12.5	0	5347	No	NA	8	2	0	Low-quality	Genome-fragment	2.7	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_18079_length_5634_cov_3.066679||full	0.953	dsDNAphage	5346	0	20	0	5346	No	NA	15	2	0	Low-quality	Genome-fragment	3.25	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_26193_length_5347_cov_3.846750||full	0.987	dsDNAphage	5346	1	33.3	0	5346	No	NA	6	1	0	Low-quality	Genome-fragment	2.48	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_19690_length_5351_cov_5.445808||full	0.933	dsDNAphage	5345	1	14.3	0	5345	No	NA	8	1	0	Low-quality	Genome-fragment	5.44	HMM-based (lower-bound)	0	1	NA
B2	bin.042	NODE_25696_length_5414_cov_2.942527||full	0.64	dsDNAphage	5345	0	16.7	0	5345	No	NA	12	1	0	Low-quality	Genome-fragment	4.71	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_26211_length_5344_cov_3.005105||full	0.987	dsDNAphage	5344	1	40	0	5344	No	NA	5	0	0	Low-quality	Genome-fragment	6.12	AAI-based (medium-confidence)	0	1	no viral genes detected
C1	bin.012	NODE_2729_length_5443_cov_5.337788||full	0.513	dsDNAphage	5344	0	33.3	11.1	5344	Yes	953	9	1	4	Low-quality	Genome-fragment	2.24	AAI-based (medium-confidence)	82.17	1	NA
C2	bin.unbinned	NODE_30922_length_5389_cov_4.393888||full	0.953	dsDNAphage	5344	0	63.6	0	5344	No	NA	12	2	0	Low-quality	Genome-fragment	3.43	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_18897_length_5486_cov_2.307310||full	0.953	dsDNAphage	5343	0	20	0	5343	No	NA	15	2	0	Low-quality	Genome-fragment	6.77	HMM-based (lower-bound)	0	1	NA
A3	bin.089	NODE_23394_length_5347_cov_3.002646||full	0.993	dsDNAphage	5343	2	15.4	0	5343	No	NA	13	2	1	Low-quality	Genome-fragment	8.86	HMM-based (lower-bound)	0	1	NA
C2	bin.042	NODE_31347_length_5345_cov_3.213422||full	0.98	dsDNAphage	5343	0	25	0	5343	No	NA	16	1	2	Low-quality	Genome-fragment	1.51	HMM-based (lower-bound)	0	1	NA
C2	bin.083	NODE_30212_length_5470_cov_3.981163||full	0.927	dsDNAphage	5343	1	25	0	5343	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_23401_length_5346_cov_4.512002||full	1	dsDNAphage	5342	1	66.7	0	5342	No	NA	3	0	0	Low-quality	Genome-fragment	11.82	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_20116_length_5797_cov_4.267677||full	1	dsDNAphage	5341	0	28.6	0	5341	No	NA	14	1	0	Low-quality	Genome-fragment	9.63	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_25648_length_5421_cov_5.675736||full	0.9	dsDNAphage	5340	0	16.7	0	5340	No	NA	17	3	1	Low-quality	Genome-fragment	2.54	HMM-based (lower-bound)	0	1.01	NA
A3	bin.ubinned	NODE_23422_length_5343_cov_8.294251||full	0.993	dsDNAphage	5339	2	55.6	0	5339	No	NA	9	4	0	Low-quality	Genome-fragment	11.38	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_22800_length_5419_cov_2.738441||full	0.913	dsDNAphage	5338	0	50	0	5338	No	NA	8	1	0	Low-quality	Genome-fragment	8.28	AAI-based (high-confidence)	0	1	NA
B2	bin.042	NODE_26261_length_5338_cov_3.891917||full	0.993	dsDNAphage	5338	0	12.5	0	5338	No	NA	16	1	0	Low-quality	Genome-fragment	9.26	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_23462_length_5338_cov_2.612531||full	0.987	dsDNAphage	5337	1	50	0	5337	No	NA	6	2	0	Low-quality	Genome-fragment	6.48	HMM-based (lower-bound)	0	1	NA
A3	bin.070	NODE_20110_length_5799_cov_3.503656||full	0.753	dsDNAphage	5337	0	50	0	5337	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.098	NODE_22822_length_5416_cov_7.908786||full	1	dsDNAphage	5336	2	62.5	0	5336	No	NA	8	3	0	Low-quality	Genome-fragment	10.32	AAI-based (high-confidence)	0	1	NA
C2	bin.134	NODE_31417_length_5338_cov_3.376680||full	0.72	dsDNAphage	5335	0	14.3	0	5335	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_22156_length_5504_cov_3.812626||full	0.92	dsDNAphage	5333	0	36.4	0	5333	No	NA	10	0	0	Low-quality	Genome-fragment	6.19	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.045	NODE_23327_length_5789_cov_2.788978||full	0.833	dsDNAphage	5332	0	23.1	0	5332	No	NA	13	4	0	Low-quality	Genome-fragment	11.02	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_23252_length_5363_cov_4.746420||full	0.66	dsDNAphage	5331	0	14.3	0	5331	No	NA	7	1	0	Low-quality	Genome-fragment	1.75	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_31443_length_5335_cov_4.229167||full	0.727	dsDNAphage	5331	0	42.9	0	5331	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_23513_length_5330_cov_6.770427||full	0.893	dsDNAphage	5329	1	50	16.7	5329	Yes	2013	6	1	4	Low-quality	Genome-fragment	2.27	AAI-based (medium-confidence)	62.23	1.01	NA
B2	bin.017	NODE_26327_length_5331_cov_3.231615||full	0.94	dsDNAphage	5329	0	30	0	5329	No	NA	10	2	0	Low-quality	Genome-fragment	6.27	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_26337_length_5330_cov_3.247204||full	0.953	dsDNAphage	5329	1	40	0	5329	No	NA	10	3	0	Low-quality	Genome-fragment	11.76	AAI-based (medium-confidence)	0	1	NA
C2	bin.047	NODE_28796_length_5649_cov_3.289775||full	0.9	dsDNAphage	5329	0	66.7	0	5329	No	NA	9	1	0	Low-quality	Genome-fragment	1.7	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_31481_length_5330_cov_3.473365||full	1	dsDNAphage	5329	3	37.5	0	5329	No	NA	8	4	0	Low-quality	Genome-fragment	9.26	AAI-based (high-confidence)	0	1	NA
B2	bin.160	NODE_23369_length_5783_cov_3.843575||full	0.967	dsDNAphage	5328	0	18.2	0	5328	No	NA	11	1	0	Low-quality	Genome-fragment	5.75	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_30688_length_5418_cov_3.085027||full	0.627	dsDNAphage	5328	1	16.7	0	5328	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_26367_length_5326_cov_2.681275||full	0.973	dsDNAphage	5325	0	30	0	5325	No	NA	10	0	0	Low-quality	Genome-fragment	10.46	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.065	NODE_26362_length_5327_cov_2.363050||full	0.66	dsDNAphage	5323	0	60	20	5323	No	NA	5	0	4	Low-quality	Genome-fragment	2.63	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_26377_length_5324_cov_5.161701||full	1	dsDNAphage	5322	1	9.1	0	5322	No	NA	11	1	0	Low-quality	Genome-fragment	4.73	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_26375_length_5325_cov_2.851423||full	1	dsDNAphage	5321	1	50	0	5321	No	NA	6	1	0	Low-quality	Genome-fragment	2.28	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_26384_length_5324_cov_2.738281||full	0.633	dsDNAphage	5321	0	12.5	0	5321	No	NA	8	1	0	Low-quality	Genome-fragment	11.76	HMM-based (lower-bound)	0	1.03	NA
C2	bin.unbinned	NODE_27247_length_5861_cov_4.989321||full	0.993	dsDNAphage	5320	1	10	0	5320	No	NA	10	1	0	Low-quality	Genome-fragment	2.18	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_23584_length_5321_cov_3.183821||full	0.953	dsDNAphage	5319	0	54.5	0	5319	No	NA	11	3	0	Low-quality	Genome-fragment	5.78	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_31145_length_5365_cov_2.854049||full	0.94	dsDNAphage	5319	0	33.3	0	5319	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.155	NODE_26410_length_5321_cov_3.172807||full	0.807	dsDNAphage	5318	0	11.1	0	5318	No	NA	9	0	0	Low-quality	Genome-fragment	11.24	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_26418_length_5319_cov_2.552812||full	0.84	dsDNAphage	5318	0	42.9	0	5318	No	NA	7	2	0	Low-quality	Genome-fragment	8.01	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_19390_length_5399_cov_2.287799||full	0.967	dsDNAphage	5317	0	54.5	0	5317	No	NA	11	2	0	Low-quality	Genome-fragment	1.56	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_31589_length_5318_cov_3.361581||full	1	dsDNAphage	5317	2	66.7	0	5317	No	NA	3	2	0	Low-quality	Genome-fragment	4.44	HMM-based (lower-bound)	0	1.01	NA
A1	bin.unbinned	NODE_19906_length_5318_cov_3.351701||full	0.96	dsDNAphage	5316	3	37.5	12.5	5316	No	NA	8	3	0	Low-quality	Genome-fragment	15.28	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_23631_length_5317_cov_2.918472||full	0.62	dsDNAphage	5316	0	14.3	0	5316	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_23146_length_5378_cov_4.081345||full	0.993	dsDNAphage	5315	0	5.9	0	5315	No	NA	17	1	0	Low-quality	Genome-fragment	12.04	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_26425_length_5318_cov_2.865666||full	0.833	dsDNAphage	5315	0	14.3	0	5315	No	NA	7	0	0	Low-quality	Genome-fragment	4.48	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.135	NODE_24407_length_5607_cov_2.396614||full	0.553	dsDNAphage	5315	0	13.3	6.7	5315	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.136	NODE_26445_length_5315_cov_3.483650||full	1	dsDNAphage	5315	1	100	0	5315	No	NA	4	4	0	Low-quality	Genome-fragment	7.69	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_23618_length_5318_cov_4.377161||full	0.78	dsDNAphage	5314	0	28.6	0	5314	No	NA	7	0	0	Low-quality	Genome-fragment	12.61	AAI-based (medium-confidence)	0	1	no viral genes detected
B1	bin.unbinned	NODE_4308_length_5398_cov_2.894628||full	0.707	dsDNAphage	5313	0	7.7	0	5313	No	NA	12	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_24968_length_5523_cov_3.583029||full	0.993	dsDNAphage	5313	1	66.7	0	5313	No	NA	3	1	0	Low-quality	Genome-fragment	2.47	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_26452_length_5314_cov_4.417760||full	0.9	dsDNAphage	5313	0	11.1	0	5313	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_31633_length_5314_cov_3.698422||full	0.967	dsDNAphage	5311	1	50	0	5311	No	NA	6	1	1	Low-quality	Genome-fragment	8.97	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_26462_length_5313_cov_2.849943||full	0.86	dsDNAphage	5310	0	20	0	5310	No	NA	10	0	1	Low-quality	Genome-fragment	10.81	AAI-based (high-confidence)	0	1.01	no viral genes detected
A3	bin.099	NODE_23664_length_5312_cov_2.663877||full	1	dsDNAphage	5309	2	75	0	5309	No	NA	4	2	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_4022_length_5577_cov_3.444947||full	0.967	dsDNAphage	5309	0	25	0	5309	No	NA	12	2	0	Low-quality	Genome-fragment	4.96	HMM-based (lower-bound)	0	1	NA
A3	bin.063	NODE_23681_length_5310_cov_4.818839||full	0.827	dsDNAphage	5308	0	100	0	5308	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.038	NODE_26493_length_5308_cov_5.206739||full	0.973	dsDNAphage	5308	0	12.5	0	5308	No	NA	16	2	0	Low-quality	Genome-fragment	8.33	AAI-based (medium-confidence)	0	1	NA
A3	bin.099	NODE_23709_length_5307_cov_3.431835||full	0.9	dsDNAphage	5306	0	33.3	0	5306	No	NA	9	1	0	Low-quality	Genome-fragment	3.17	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_23268_length_5361_cov_28.848096||full	0.947	dsDNAphage	5306	0	18.2	0	5306	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1.03	no viral genes detected; low-confidence DTR
A3	bin.ubinned	NODE_23716_length_5306_cov_3.262426||full	0.987	dsDNAphage	5305	0	10	0	5305	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.042	NODE_26020_length_5370_cov_4.321543||full	0.58	dsDNAphage	5305	0	22.2	11.1	5305	No	NA	9	1	0	Low-quality	Genome-fragment	2.88	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_26511_length_5306_cov_3.868787||full	0.9	dsDNAphage	5304	0	45.5	0	5304	No	NA	11	3	0	Low-quality	Genome-fragment	2.63	HMM-based (lower-bound)	0	1	NA
A3	bin.036	NODE_23713_length_5306_cov_4.569225||full	0.98	dsDNAphage	5303	1	50	0	5303	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_26530_length_5304_cov_3.429987||full	0.727	dsDNAphage	5303	0	14.3	0	5303	No	NA	14	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_26532_length_5304_cov_3.103639||full	0.833	dsDNAphage	5303	0	60	0	5303	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_31711_length_5306_cov_2.974862||full	0.993	dsDNAphage	5303	1	50	0	5303	No	NA	7	1	0	Low-quality	Genome-fragment	2.62	HMM-based (lower-bound)	0	1	NA
C2	bin.110	NODE_31722_length_5304_cov_7.335302||full	0.593	dsDNAphage	5303	1	20	0	5303	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.017	NODE_22397_length_5474_cov_2.429046||full	0.553	dsDNAphage	5302	0	25	16.7	5302	No	NA	12	1	0	Low-quality	Genome-fragment	9.33	AAI-based (medium-confidence)	0	1	NA
A3	bin.037	NODE_22785_length_5420_cov_4.435042||full	0.693	dsDNAphage	5301	0	66.7	0	5301	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_20012_length_5301_cov_3.666222||full	0.98	dsDNAphage	5300	1	33.3	0	5300	No	NA	6	1	0	Low-quality	Genome-fragment	14.08	AAI-based (medium-confidence)	0	1	NA
C2	bin.047	NODE_31764_length_5300_cov_3.187798||full	0.813	dsDNAphage	5300	0	9.1	0	5300	No	NA	11	1	0	Low-quality	Genome-fragment	4.84	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_31426_length_5337_cov_3.828095||full	0.913	dsDNAphage	5299	2	66.7	16.7	5299	No	NA	6	3	0	Low-quality	Genome-fragment	6.68	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_31742_length_5302_cov_3.432247||full	0.92	dsDNAphage	5299	0	10.5	0	5299	No	NA	19	2	0	Low-quality	Genome-fragment	5.43	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_31743_length_5302_cov_3.213646||full	0.833	dsDNAphage	5298	0	50	0	5298	No	NA	6	3	0	Low-quality	Genome-fragment	8.85	AAI-based (medium-confidence)	0	1	NA
A1	bin.072	NODE_20025_length_5298_cov_3.892428||full	0.52	dsDNAphage	5296	0	80	20	5296	No	NA	5	0	3	Low-quality	Genome-fragment	3.42	AAI-based (medium-confidence)	0	1	no viral genes detected
