seqname	dsDNAphage	NCLDV	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
Contig13225325||full	0.92	0.3	0.173	0.027	0.92	dsDNAphage	3249	0	7.7	0
Contig15022604||full	0.533	0.713	0.6	0.893	0.893	lavidaviridae	3249	0	12.5	0
Contig25534231||full	0.62	0.907	0.613	0.833	0.907	NCLDV	3249	0	20	0
Contig56366463||full	0.607	0.827	0.127	0.793	0.827	NCLDV	3249	0	16.7	0
Contig110946603||full	0.853	0.627	0.793	0.973	0.973	lavidaviridae	3249	0	75	0
Contig113579333||full	0.113	0.853	0.013	0.127	0.853	NCLDV	3249	0	25	0
Contig153635394||full	0.927	0.073	0.413	0.14	0.927	dsDNAphage	3249	0	12.5	0
Contig28606833||full	0.427	nan	0.04	0.627	0.627	lavidaviridae	3248	0	33.3	0
Contig60175085||full	0.68	0.353	0.267	0.48	0.68	dsDNAphage	3248	0	40	0
Contig86401533||full	0.553	0.967	0.073	0.8	0.967	NCLDV	3248	0	40	0
Contig91405635||full	0.287	0.82	0.033	0.133	0.82	NCLDV	3248	0	25	0
Contig99511887||full	0.22	0.9	0.047	0.607	0.9	NCLDV	3248	0	33.3	0
Contig101755011||full	0.787	0.233	0.607	0.927	0.927	lavidaviridae	3248	0	20	0
Contig122430577||full	0.58	0.793	0.713	0.933	0.933	lavidaviridae	3248	0	33.3	0
Contig143011367||full	0.973	nan	0.373	0.487	0.973	dsDNAphage	3248	2	75	0
Contig155464332||full	0.64	nan	0.06	0.24	0.64	dsDNAphage	3248	1	25	0
Contig29557675||full	0.8	0.2	0.127	0.76	0.8	dsDNAphage	3247	0	25	0
Contig56293573||full	0.74	0.58	0.6	0.987	0.987	lavidaviridae	3247	0	33.3	0
Contig65028031||full	0.507	0.64	0.06	0.32	0.64	NCLDV	3247	0	33.3	0
Contig78143556||full	0.26	0.613	0.02	0.08	0.613	NCLDV	3247	0	33.3	0
Contig146367500||full	0.893	0.207	0.847	0.187	0.893	dsDNAphage	3247	0	37.5	0
Contig23695833||full	0.973	0.233	0.873	0.187	0.973	dsDNAphage	3246	0	28.6	0
Contig81933700||full	0.833	0.253	0.827	0.247	0.833	dsDNAphage	3246	0	100	0
Contig86188193||full	0.987	0.407	0.94	0.4	0.987	dsDNAphage	3246	1	33.3	0
Contig94588236||full	1	0.347	0.567	0.247	1	dsDNAphage	3246	1	11.1	0
Contig108366264||full	0.413	0.78	0.113	0.727	0.78	NCLDV	3246	0	20	0
Contig122179299||full	0.653	0.947	0.553	0.2	0.947	NCLDV	3246	0	28.6	0
Contig136023291||full	0.993	0.587	0.82	0.207	0.993	dsDNAphage	3246	1	33.3	0
Contig140488153||full	0.22	0.86	0.033	0.72	0.86	NCLDV	3246	0	25	0
Contig11953434||full	0.6	0.387	0.933	0.973	0.973	lavidaviridae	3245	0	50	0
Contig36566615||full	0.98	0.967	0.847	0.533	0.98	dsDNAphage	3245	1	60	0
Contig59158981||full	0.82	0.233	0.4	0.193	0.82	dsDNAphage	3245	0	25	0
Contig94901866||full	0.52	0.087	0.353	0.447	0.52	dsDNAphage	3245	0	20	0
Contig104563773||full	0.94	0.393	0.72	0.12	0.94	dsDNAphage	3245	0	7.7	0
Contig119700358||full	0.047	0.747	0	0.033	0.747	NCLDV	3245	0	33.3	0
Contig126076620||full	0.853	0.733	1	1	1	ssDNA	3245	0	40	0
Contig129328180||full	0.713	0.88	0.867	0.913	0.913	lavidaviridae	3245	0	40	0
Contig134657423||full	0.207	0.713	0.08	0.227	0.713	NCLDV	3245	0	33.3	0
Contig136541535||full	0.133	0.773	0.027	0.06	0.773	NCLDV	3245	0	25	0
Contig140058954||full	1	0.74	0.9	0.9	1	dsDNAphage	3245	2	75	0
Contig4898174||full	0.753	0.26	0.933	0.667	0.933	ssDNA	3244	0	66.7	0
Contig36852939||full	0.927	0.013	0.653	0.627	0.927	dsDNAphage	3244	0	11.1	0
Contig41889713||full	0.707	0.453	0.507	0.453	0.707	dsDNAphage	3244	0	28.6	0
Contig56439655||full	0.873	0.087	0.4	0.48	0.873	dsDNAphage	3244	0	100	0
Contig75267055||full	0.267	0.687	0.547	0.96	0.96	lavidaviridae	3244	0	33.3	0
Contig79275626||full	0.993	0.36	0.413	0.82	0.993	dsDNAphage	3244	1	40	0
Contig82725994||full	0.353	0.167	0.027	0.693	0.693	lavidaviridae	3244	0	33.3	0
Contig99804161||full	0.44	0.573	0.08	0.113	0.573	NCLDV	3244	0	25	0
Contig101971892||full	0.847	0.453	0.72	0.7	0.847	dsDNAphage	3244	0	66.7	0
Contig116803885||full	0.593	0.467	0.513	0.727	0.727	lavidaviridae	3244	0	33.3	0
Contig143872015||full	0.433	0.973	0.493	0.973	0.973	NCLDV	3244	0	25	0
Contig144609519||full	0.447	0.427	0.04	0.713	0.713	lavidaviridae	3244	0	33.3	0
Contig4769580||full	0.347	0.907	0.04	0.153	0.907	NCLDV	3243	0	25	0
Contig33123036||full	0.947	0.42	0.72	0.74	0.947	dsDNAphage	3243	3	75	0
Contig70717840||full	0.813	nan	0.76	0.707	0.813	dsDNAphage	3243	0	50	0
Contig79144111||full	0.767	0.067	0.887	0.36	0.887	ssDNA	3243	0	33.3	0
Contig104246140||full	0.647	0.88	0.487	0.787	0.88	NCLDV	3243	0	50	0
Contig124036442||full	1	0.26	0.98	0.16	1	dsDNAphage	3243	1	33.3	0
Contig132851548||full	0.267	0.44	0.407	0.927	0.927	lavidaviridae	3243	0	33.3	0
Contig141353676||full	0.08	0.62	0.013	0.2	0.62	NCLDV	3243	0	33.3	0
Contig59097016||full	0.44	0.44	0.553	0.52	0.553	ssDNA	3242	0	66.7	0
Contig60833175||full	0.6	0.027	0.053	0.133	0.6	dsDNAphage	3242	0	16.7	0
Contig73534887||full	0.967	0.093	0.593	0.053	0.967	dsDNAphage	3242	0	25	0
Contig79670328||full	0.953	0.2	0.767	0.12	0.953	dsDNAphage	3242	0	11.1	0
Contig92511980||full	0.527	0.087	0.047	0.68	0.68	lavidaviridae	3242	0	33.3	0
Contig107066977||full	0.72	0.587	0.967	0.64	0.967	ssDNA	3242	0	50	0
Contig112774029||full	0.993	0.52	0.913	0.34	0.993	dsDNAphage	3242	1	50	0
Contig123466922||full	0.273	0.9	0.013	0.36	0.9	NCLDV	3242	0	16.7	0
Contig129388227||full	0.247	0.653	0.027	0.567	0.653	NCLDV	3242	0	20	0
Contig140855924||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3242	1	100	0
Contig11197736||full	0.047	0.833	0.007	0.04	0.833	NCLDV	3241	0	33.3	0
Contig11743378||full	0.807	0.22	0.533	0.253	0.807	dsDNAphage	3241	0	40	0
Contig37795209||full	0.733	0.907	0.12	0.353	0.907	NCLDV	3241	0	50	0
Contig38765840||full	0.56	0	0.093	0.227	0.56	dsDNAphage	3241	0	50	0
Contig42398321||full	0.007	0.54	0	0.007	0.54	NCLDV	3241	0	25	0
Contig66298400||full	0.627	0.4	0.88	0.613	0.88	ssDNA	3241	0	100	0
Contig74468911||full	0.987	0.367	0.56	0.427	0.987	dsDNAphage	3241	1	33.3	0
Contig101474723||full	0.42	0.713	0.113	0.653	0.713	NCLDV	3241	0	25	0
Contig104434312||full	0.707	0.753	0.66	0.967	0.967	lavidaviridae	3241	0	25	0
Contig113748047||full	0.48	0.033	0.547	0.487	0.547	ssDNA	3241	0	33.3	0
Contig130324563||full	0.96	0.187	0.147	0.22	0.96	dsDNAphage	3241	1	50	0
Contig137293174||full	0.8	0.007	0.013	0.007	0.8	dsDNAphage	3241	0	33.3	16.7
Contig153661698||full	0.713	0.4	0.893	0.78	0.893	ssDNA	3241	0	66.7	0
Contig154973725||full	nan	0.533	nan	nan	0.533	NCLDV	3241	0	33.3	0
Contig95017979||lt2gene	nan	nan	nan	nan	nan	lavidaviridae	3241	1	50	0
Contig2411956||full	0.96	0.48	0.813	0.187	0.96	dsDNAphage	3240	0	28.6	0
Contig7834368||full	0.293	0.32	0.013	0.687	0.687	lavidaviridae	3240	0	25	0
Contig11964223||full	0.16	0.867	0	0	0.867	NCLDV	3240	0	20	0
Contig43797912||full	0.927	0.18	0.533	0.973	0.973	lavidaviridae	3240	0	33.3	0
Contig52069009||full	0.827	0.313	0.28	0.107	0.827	dsDNAphage	3240	0	11.1	0
Contig53549036||full	0.88	0.927	0.253	0.493	0.927	NCLDV	3240	0	60	0
Contig73289649||full	0.98	0.38	0.893	0.813	0.98	dsDNAphage	3240	1	33.3	0
Contig84530113||full	1	0.5	0.88	0.213	1	dsDNAphage	3240	1	37.5	0
Contig91231927||full	0.213	0.04	0.027	0.507	0.507	lavidaviridae	3240	0	40	0
Contig108271305||full	0.867	0.573	0.867	0.907	0.907	lavidaviridae	3240	0	50	0
Contig113164670||full	0.987	0.593	1	0.227	1	ssDNA	3240	0	66.7	0
Contig141089130||full	0.273	0.653	0.02	0.193	0.653	NCLDV	3240	0	20	0
Contig55756233||full	0.993	0.46	0.053	0.033	0.993	dsDNAphage	3239	1	22.2	11.1
Contig64876555||full	0.133	0.5	0	0.013	0.5	NCLDV	3239	0	20	0
Contig67270699||full	0.66	0.52	0.693	0.447	0.693	ssDNA	3239	0	25	0
Contig86782667||full	0.913	0.06	0	0.02	0.913	dsDNAphage	3239	1	66.7	33.3
Contig94419807||full	0.973	0.847	0.98	1	1	lavidaviridae	3239	0	40	0
Contig103535461||full	0.133	0.74	0.04	0.567	0.74	NCLDV	3239	0	25	0
Contig104211137||full	0.973	0.173	0.26	0.273	0.973	dsDNAphage	3239	0	27.3	0
Contig126437395||full	0.927	0.2	0.947	0.54	0.947	ssDNA	3239	0	57.1	0
Contig62250179||full	0.34	0.773	0.08	0.113	0.773	NCLDV	3238	0	25	0
Contig78303341||full	0.307	1	0.047	0.72	1	NCLDV	3238	0	25	0
Contig87648569||full	0.66	0.36	0.593	0.667	0.667	lavidaviridae	3238	0	33.3	0
Contig100056627||full	0.393	0.84	0.06	0.967	0.967	lavidaviridae	3238	0	25	0
Contig139710919||full	0.687	0.053	0.32	0.58	0.687	dsDNAphage	3238	0	25	0
Contig143256990||full	0.94	0.653	0.84	0.487	0.94	dsDNAphage	3238	0	60	0
Contig148417173||full	0.793	nan	0.033	0.3	0.793	dsDNAphage	3238	1	25	0
Contig27499449||full	0.227	0.547	0.087	0.167	0.547	NCLDV	3237	0	33.3	0
Contig28541151||full	0.333	nan	0.087	0.587	0.587	lavidaviridae	3237	0	33.3	0
Contig50418960||full	0.52	0.733	0.84	0.967	0.967	lavidaviridae	3237	0	50	0
Contig92384372||full	0.88	0.613	0.88	0.687	0.88	dsDNAphage	3237	0	66.7	0
Contig131080433||full	0.307	0.053	0.513	0.747	0.747	lavidaviridae	3237	0	33.3	0
Contig139496808||full	0.187	0.907	0.053	0.653	0.907	NCLDV	3237	0	25	0
Contig142986694||full	0.933	0.4	0.34	0.133	0.933	dsDNAphage	3237	2	75	0
Contig149418694||full	0.553	nan	0.607	0.347	0.607	ssDNA	3237	0	50	0
Contig6110394||full	0.887	0.54	0.907	0.333	0.907	ssDNA	3236	0	60	0
Contig27566476||full	0.847	0.167	0.5	0.107	0.847	dsDNAphage	3236	0	12.5	0
Contig43300333||full	0.327	0.693	0.42	0.293	0.693	NCLDV	3236	0	25	0
Contig50753371||full	0.253	0.753	0.027	0.4	0.753	NCLDV	3236	0	25	0
Contig78470025||full	0.5	0.8	0.167	0.66	0.8	NCLDV	3236	0	33.3	0
Contig104734260||full	0.76	0.053	0.76	0.967	0.967	lavidaviridae	3236	0	66.7	0
Contig117584926||full	0.96	0.253	0.82	0.353	0.96	dsDNAphage	3236	0	27.3	0
Contig133331104||full	0.753	0.193	0.24	0.12	0.753	dsDNAphage	3236	0	33.3	0
Contig133981440||full	0.913	0.52	0.007	0.013	0.913	dsDNAphage	3236	2	28.6	14.3
Contig151258802||full	0.173	0.3	0.053	0.527	0.527	lavidaviridae	3236	0	33.3	0
Contig5077||full	0.353	0.74	0.027	0.247	0.74	NCLDV	3235	0	25	0
Contig34934470||full	0.127	0.9	0	0.333	0.9	NCLDV	3235	0	40	20
Contig39426780||full	0.9	0.233	0.567	0.587	0.9	dsDNAphage	3235	0	57.1	0
Contig47354436||full	0.947	0.553	0.86	0.853	0.947	dsDNAphage	3235	0	22.2	0
Contig49633754||full	1	0.26	0.96	0.667	1	dsDNAphage	3235	2	83.3	0
Contig50023551||full	0.967	0.653	0.94	0.993	0.993	lavidaviridae	3235	1	100	0
Contig50055871||full	0.98	0.667	0.827	0.593	0.98	dsDNAphage	3235	1	40	0
Contig50636201||full	0.187	0.593	0.013	0.28	0.593	NCLDV	3235	0	20	0
Contig54682871||full	0.62	nan	0.113	0.073	0.62	dsDNAphage	3235	0	11.1	0
Contig88959122||full	0.847	0.44	0.08	0.033	0.847	dsDNAphage	3235	0	42.9	14.3
Contig90589423||full	0.293	0.247	0.093	0.847	0.847	lavidaviridae	3235	0	33.3	0
Contig96576527||full	0.88	0.313	0.473	0.227	0.88	dsDNAphage	3235	0	16.7	0
Contig123670885||full	0.347	0.06	0.307	0.747	0.747	lavidaviridae	3235	0	33.3	0
Contig7855911||full	0.54	0.22	0.22	0.213	0.54	dsDNAphage	3234	0	66.7	0
Contig11770344||full	0.933	0.247	0.38	0.48	0.933	dsDNAphage	3234	1	16.7	0
Contig20899852||full	0.12	0.6	0.027	0.12	0.6	NCLDV	3234	0	20	0
Contig27035338||full	0.78	nan	0.36	0.513	0.78	dsDNAphage	3234	0	33.3	0
Contig31106283||full	0.34	0.767	0.02	0.007	0.767	NCLDV	3234	0	20	0
Contig40624035||full	0.673	nan	0.593	0.247	0.673	dsDNAphage	3234	0	20	0
Contig52041353||full	0.313	0.64	0.067	0.433	0.64	NCLDV	3234	0	50	0
Contig99044549||full	0.927	0.113	0.28	0.067	0.927	dsDNAphage	3234	0	11.1	0
Contig105211450||full	0.227	0.507	0.093	0.253	0.507	NCLDV	3234	0	33.3	0
Contig119097062||full	0.787	0.633	0.573	0.8	0.8	lavidaviridae	3234	0	33.3	0
Contig120261192||full	0.58	0.76	0.56	1	1	lavidaviridae	3234	0	33.3	0
Contig148472687||full	0.18	0.72	0	0	0.72	NCLDV	3234	0	25	0
Contig156592277||full	0.473	0.647	0.113	0.353	0.647	NCLDV	3234	0	33.3	0
Contig6754233||full	0.907	0.313	0.727	0.52	0.907	dsDNAphage	3233	0	20	0
Contig63213069||full	0.72	0.2	0.533	0.567	0.72	dsDNAphage	3233	0	25	0
Contig64379466||full	0.613	0.22	0.187	0.6	0.613	dsDNAphage	3233	0	25	0
Contig70655284||full	0.973	0.447	0.293	0.14	0.973	dsDNAphage	3233	1	12.5	0
Contig120739488||full	0.653	0.793	0.053	0.7	0.793	NCLDV	3233	0	25	0
Contig151760429||full	0.32	0.447	0.227	0.553	0.553	lavidaviridae	3233	0	66.7	0
Contig52197402||full	0.947	0.493	0.947	0.08	0.947	dsDNAphage	3232	0	25	0
Contig67140709||full	0.813	0.053	0.167	0.04	0.813	dsDNAphage	3232	0	14.3	0
Contig71862312||full	0.58	0.307	0.56	0.653	0.653	lavidaviridae	3232	0	20	0
Contig79023770||full	0.46	0.82	0.533	0.673	0.82	NCLDV	3232	0	33.3	0
Contig101772644||full	0.347	0.46	0.433	0.993	0.993	lavidaviridae	3232	0	33.3	0
Contig110302973||full	0.62	0.24	0.32	0.687	0.687	lavidaviridae	3232	0	75	0
Contig119330415||full	0.827	0.233	0.367	0.973	0.973	lavidaviridae	3232	0	33.3	0
Contig153984308||full	0.213	0.747	0.093	0.307	0.747	NCLDV	3232	0	25	0
Contig5209130||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	3232	1	50	0
Contig49205301||full	0.44	0.173	0.133	0.727	0.727	lavidaviridae	3231	0	33.3	0
Contig102220412||full	0.96	0.313	1	0.773	1	ssDNA	3231	0	100	0
Contig106878397||full	0.44	0.953	0.607	0.933	0.953	NCLDV	3231	0	33.3	0
Contig116476015||full	0.827	0.68	0.667	0.96	0.96	lavidaviridae	3231	0	33.3	0
Contig127561042||full	0.853	1	0.5	0.987	1	NCLDV	3231	0	25	0
Contig127783797||full	0.467	0.647	0.873	0.753	0.873	ssDNA	3231	0	33.3	0
Contig141205647||full	0.353	0.9	0.053	0.26	0.9	NCLDV	3231	0	14.3	0
Contig146000342||full	0.78	0.36	0.533	0.487	0.78	dsDNAphage	3231	0	33.3	0
Contig151017422||full	0.74	0.013	0.26	0.42	0.74	dsDNAphage	3231	0	33.3	0
Contig31243167||full	0.967	0.467	0.547	0.093	0.967	dsDNAphage	3230	0	10	0
Contig57077713||full	0.113	0.887	0.06	0.42	0.887	NCLDV	3230	0	25	0
Contig69587975||full	0.047	0.76	0.007	0.007	0.76	NCLDV	3230	0	25	0
Contig70138118||full	0.867	0.4	0.96	0.907	0.96	ssDNA	3230	0	66.7	0
Contig106607377||full	0.52	0.793	0.027	0.267	0.793	NCLDV	3230	0	20	0
Contig114986402||full	0.587	0.507	0.12	0.1	0.587	dsDNAphage	3230	1	50	0
Contig129327836||full	0.88	0.62	0.727	0.453	0.88	dsDNAphage	3230	0	28.6	0
Contig149164419||full	0.64	0.233	0.04	0.02	0.64	dsDNAphage	3230	0	25	12.5
Contig42774940||full	0.567	0.02	0.187	0.227	0.567	dsDNAphage	3229	0	66.7	0
Contig44994594||full	0.473	0.407	0.24	0.707	0.707	lavidaviridae	3229	0	66.7	0
Contig48855131||full	0.3	0.8	0.093	0.14	0.8	NCLDV	3229	0	25	0
Contig69043217||full	0.953	0.06	0.34	0.16	0.953	dsDNAphage	3229	1	28.6	0
Contig92483363||full	0.033	0.78	0	0.08	0.78	NCLDV	3229	0	25	0
Contig96326524||full	0.66	0.62	0.353	0.187	0.66	dsDNAphage	3229	0	66.7	0
Contig98670471||full	0.613	0.04	0.207	0.58	0.613	dsDNAphage	3229	0	50	0
Contig108690279||full	0.193	0.52	0.067	0.147	0.52	NCLDV	3229	0	33.3	0
Contig130439062||full	0.293	0.06	0.087	0.747	0.747	lavidaviridae	3229	0	50	0
Contig137268687||full	0.813	0.9	0.56	0.887	0.9	NCLDV	3229	0	25	0
Contig137556334||full	0.267	0.747	0.013	0.533	0.747	NCLDV	3229	0	16.7	0
Contig138803803||full	0.22	0.32	0.5	0.96	0.96	lavidaviridae	3229	0	25	0
Contig140935485||full	0.653	0.3	0.527	0.453	0.653	dsDNAphage	3229	0	25	0
Contig147999071||full	0.307	0.993	0.02	0.213	0.993	NCLDV	3229	0	20	0
Contig149023608||full	0.967	0.34	0.767	0.673	0.967	dsDNAphage	3229	1	33.3	0
Contig153043974||full	0.98	0.26	0.96	0.26	0.98	dsDNAphage	3229	0	42.9	0
Contig154569491||full	0.987	0.373	0.52	0.9	0.987	dsDNAphage	3229	1	25	0
Contig51054285||full	0.987	0.247	0.953	0.233	0.987	dsDNAphage	3228	0	80	0
Contig51237796||full	0.7	0.66	0.593	0.693	0.7	dsDNAphage	3228	0	25	0
Contig87729051||full	0.36	0.947	0.06	0.893	0.947	NCLDV	3228	0	16.7	0
Contig108979477||full	0.433	0.427	0.887	0.833	0.887	ssDNA	3228	0	50	0
Contig118395158||full	0.733	0.093	0.36	0.34	0.733	dsDNAphage	3228	0	25	0
Contig122376854||full	0.72	0.353	0.633	0.88	0.88	lavidaviridae	3228	0	25	0
Contig125122448||full	0.46	0.26	0.5	0.887	0.887	lavidaviridae	3228	0	33.3	0
Contig151494151||full	0.267	0.973	0.073	0.693	0.973	NCLDV	3228	0	33.3	0
Contig27406600||full	0.84	0.273	0.547	0.253	0.84	dsDNAphage	3227	0	20	0
Contig30991272||full	0.233	0.56	0.04	0.54	0.56	NCLDV	3227	0	25	0
Contig75466284||full	0.78	0.473	0.073	0.187	0.78	dsDNAphage	3227	0	16.7	0
Contig82950986||full	0.54	0.54	0.987	0.993	0.993	lavidaviridae	3227	0	40	0
Contig83662296||full	0.147	0.58	0.013	0.153	0.58	NCLDV	3227	0	33.3	0
Contig95523500||full	0.847	0.02	0.92	0.967	0.967	lavidaviridae	3227	0	66.7	0
Contig102230496||full	0.893	0.473	0.347	0.82	0.893	dsDNAphage	3227	1	14.3	0
Contig111555372||full	0.68	0.02	0.18	0.06	0.68	dsDNAphage	3227	0	10	0
Contig111904386||full	0.727	0.433	0.093	0.64	0.727	dsDNAphage	3227	0	16.7	0
Contig129539231||full	0.973	0.993	0.84	0.787	0.993	NCLDV	3227	0	33.3	0
Contig132882042||full	0.84	0.113	0.867	0.7	0.867	ssDNA	3227	0	50	0
Contig144572612||full	0.913	0.193	0.013	0.04	0.913	dsDNAphage	3227	2	40	20
Contig146834699||full	0.3	0.82	0.033	0.673	0.82	NCLDV	3227	0	25	0
Contig154357520||full	0.433	0.933	0.113	0.887	0.933	NCLDV	3227	0	50	0
Contig28099367||full	0.787	0.16	0.273	0.18	0.787	dsDNAphage	3226	0	20	0
Contig34324123||full	0.287	0.7	0.1	0.147	0.7	NCLDV	3226	0	33.3	0
Contig94288107||full	0.307	0.66	0.033	0.6	0.66	NCLDV	3226	0	33.3	0
Contig134382929||full	0.227	0.86	0.04	0.713	0.86	NCLDV	3226	0	33.3	0
Contig141819308||full	0.8	0.34	0.033	0.06	0.8	dsDNAphage	3226	0	42.9	14.3
Contig150172042||full	0.36	0.833	0.067	0.8	0.833	NCLDV	3226	0	50	0
Contig151227986||full	0.213	0.6	0.153	0.42	0.6	NCLDV	3226	0	33.3	0
Contig9678454||full	0.387	0.887	0.067	0.033	0.887	NCLDV	3225	0	20	0
Contig32180339||full	0.44	0.493	0.06	0.593	0.593	lavidaviridae	3225	0	33.3	0
Contig40856173||full	0.853	0.207	0.78	0.627	0.853	dsDNAphage	3225	0	40	0
Contig58340081||full	0.287	nan	0.367	0.707	0.707	lavidaviridae	3225	0	50	0
Contig79660356||full	0.053	0.747	0.047	0.013	0.747	NCLDV	3225	0	33.3	0
Contig96483072||full	0.62	0.953	0.547	0.387	0.953	NCLDV	3225	0	40	0
Contig106795701||full	0.6	0.593	0.88	0.887	0.887	lavidaviridae	3225	0	50	0
Contig110580316||full	0.993	0.553	0.993	0.807	0.993	dsDNAphage	3225	2	100	0
Contig133944795||full	0.98	0.6	0.627	0.167	0.98	dsDNAphage	3225	1	20	0
Contig150986610||full	0.44	0.327	0.307	0.513	0.513	lavidaviridae	3225	0	33.3	0
Contig155023158||full	0.967	0.193	0.507	0.3	0.967	dsDNAphage	3225	0	14.3	0
Contig6781143||full	0.7	0.347	0.047	0.167	0.7	dsDNAphage	3224	0	40	0
Contig11436577||full	0.173	0.073	0.033	0.533	0.533	lavidaviridae	3224	0	20	0
Contig31150198||full	0.667	0.147	0.853	0.88	0.88	lavidaviridae	3224	0	66.7	0
Contig33874537||full	0.433	0.827	0.1	0.487	0.827	NCLDV	3224	0	50	0
Contig40618540||full	0.98	0.793	0.4	0.287	0.98	dsDNAphage	3224	0	16.7	0
Contig44950092||full	0.98	0.147	0.773	0.527	0.98	dsDNAphage	3224	0	12.5	0
Contig46620825||full	0.513	0.02	0.173	0.933	0.933	lavidaviridae	3224	0	25	0
Contig57094615||full	0.413	0.547	0.113	0.447	0.547	NCLDV	3224	0	33.3	0
Contig59478857||full	0.66	0.44	0.48	0.687	0.687	lavidaviridae	3224	0	16.7	0
Contig67219776||full	0.28	0.593	0.013	0.047	0.593	NCLDV	3224	0	25	0
Contig87071110||full	0.767	0.333	0.94	0.82	0.94	ssDNA	3224	0	40	0
Contig106795938||full	0.273	0.333	0.02	0.507	0.507	lavidaviridae	3224	0	40	20
Contig114854067||full	0.44	0.927	0.107	0.38	0.927	NCLDV	3224	0	33.3	0
Contig116689744||full	0.727	0.14	0.553	0.607	0.727	dsDNAphage	3224	0	100	0
Contig118905903||full	0.573	0.293	0.893	0.82	0.893	ssDNA	3224	0	75	0
Contig119659826||full	0.387	0.647	0.367	0.46	0.647	NCLDV	3224	0	33.3	0
Contig144351637||full	0.253	0.54	0.06	0.313	0.54	NCLDV	3224	0	25	0
Contig149966684||full	0.06	0.607	0	0.013	0.607	NCLDV	3224	0	25	0
Contig155042338||full	0.953	0.973	0.933	1	1	lavidaviridae	3224	0	40	0
Contig24518228||full	0.46	0.82	0.54	0.84	0.84	lavidaviridae	3223	0	66.7	0
Contig30422145||full	0.893	0.2	0.247	0.24	0.893	dsDNAphage	3223	0	14.3	0
Contig44146735||full	0.513	0.707	0.887	0.767	0.887	ssDNA	3223	0	50	0
Contig55734158||full	0.993	0.793	0.967	0.453	0.993	dsDNAphage	3223	3	100	0
Contig104765539||full	0.88	0.54	0.933	0.787	0.933	ssDNA	3223	0	60	0
Contig105571365||full	1	0.053	0.913	0.58	1	dsDNAphage	3223	2	100	0
Contig112738443||full	1	0.407	0.98	0.993	1	dsDNAphage	3223	1	66.7	0
Contig120861103||full	0.94	nan	0.407	0.587	0.94	dsDNAphage	3223	1	100	0
Contig133391887||full	0.973	0.82	0.893	0.44	0.973	dsDNAphage	3223	0	60	0
Contig141647298||full	0.9	0.12	0.233	0.093	0.9	dsDNAphage	3223	0	33.3	0
Contig155744237||full	0.687	0.593	0.54	0.42	0.687	dsDNAphage	3223	0	16.7	0
Contig5369883||full	0.767	0.527	0.933	0.727	0.933	ssDNA	3222	0	50	0
Contig14238994||full	0.207	0.967	0.16	0.593	0.967	NCLDV	3222	0	20	0
Contig93896851||full	0.66	0.367	0.813	0.953	0.953	lavidaviridae	3222	0	50	0
Contig109079797||full	0.487	0.333	0.653	0.6	0.653	ssDNA	3222	0	66.7	0
Contig113799126||full	1	0.713	0.78	0.327	1	dsDNAphage	3222	1	75	0
Contig115721130||full	0.287	0.96	0.067	0.847	0.96	NCLDV	3222	0	25	0
Contig151840963||full	0.247	0.873	0.027	0.4	0.873	NCLDV	3222	0	25	0
Contig18258109||full	0.673	0.34	0.547	0.42	0.673	dsDNAphage	3221	0	25	0
Contig20981567||full	0.94	0.487	0.44	0.333	0.94	dsDNAphage	3221	0	22.2	0
Contig30022762||full	0.267	0.66	0.027	0.34	0.66	NCLDV	3221	0	25	0
Contig65490958||full	0.833	0.093	0.613	0.353	0.833	dsDNAphage	3221	0	25	0
Contig72304803||full	0.94	0.487	0.5	0.627	0.94	dsDNAphage	3221	1	16.7	0
Contig101444016||full	0.453	0.967	0.66	0.9	0.967	NCLDV	3221	0	20	0
Contig117827059||full	0.12	0.713	0.24	0.42	0.713	NCLDV	3221	0	50	0
Contig142261590||full	0.987	0.287	0.92	0.947	0.987	dsDNAphage	3221	1	100	0
Contig142532165||full	0.133	0.633	0.033	0.127	0.633	NCLDV	3221	0	66.7	0
Contig143293999||full	0.333	0.373	0.473	0.973	0.973	lavidaviridae	3221	0	33.3	0
Contig147597958||full	0.307	0.84	0.08	0.533	0.84	NCLDV	3221	0	20	0
Contig32092439||full	0.413	nan	0.54	0.667	0.667	lavidaviridae	3220	0	33.3	0
Contig50725605||full	1	0.04	0.68	0.707	1	dsDNAphage	3220	1	14.3	0
Contig51673103||full	0.74	0.333	0.567	0.507	0.74	dsDNAphage	3220	0	16.7	0
Contig55734157||full	0.913	0.567	1	0.993	1	ssDNA	3220	0	60	0
Contig102288573||full	0.927	0.153	0.72	0.847	0.927	dsDNAphage	3220	0	28.6	0
Contig106736793||full	0.687	nan	0.253	0.58	0.687	dsDNAphage	3220	0	20	0
Contig109823866||full	0.92	0.14	0.993	0.787	0.993	ssDNA	3220	0	75	0
Contig113851885||full	0.187	0.5	0.06	0.16	0.5	NCLDV	3220	0	25	0
Contig130009806||full	0.967	0.887	0.967	0.34	0.967	dsDNAphage	3220	0	80	0
Contig133361478||full	0.327	0.673	0.54	0.34	0.673	NCLDV	3220	0	66.7	0
Contig136346141||full	0.973	0.773	0.973	0.88	0.973	dsDNAphage	3220	1	100	0
