gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
Contig37948852||full_19	Contig37948852||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig38092108||full_3	Contig38092108||full	K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	3	MKF
Contig38092108||full_3	Contig38092108||full	K01756	adenylosuccinate lyase [EC:4.3.2.2] [RN:R01083]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MKF
Contig38130643||full_20	Contig38130643||full							2	MKF
Contig38130643||full_22	Contig38130643||full							2	MKF
Contig3815493||full_23	Contig3815493||full	K02935	large subunit ribosomal protein L7/L12	MISC	Information systems		Ribosome, bacteria	3	M
Contig3815493||full_34	Contig3815493||full	M50B	Catlytic type: Metallo; activates the factor sigmaK precursor by cleaving off a 20-residue propeptide; cleavage occurs within, or very close to, membranes	Organic Nitrogen	Peptidase		Metallo-endopeptidases	3	M
Contig38202406||full_7	Contig38202406||full	K07404	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MF
Contig38202406||full_7	Contig38202406||full	K07404	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	3	MF
Contig38202406||full_7	Contig38202406||full	K07404	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	carbon utilization	central carbon	glycolysis	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	3	MF
Contig38279445||full_3	Contig38279445||full							3	MKF
Contig38279445||full_5	Contig38279445||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig38450527||full_3	Contig38450527||full							3	MKF
Contig38472551||full_13	Contig38472551||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
Contig384988||full_2	Contig384988||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig38681860||full_45	Contig38681860||full	GH43	GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146)	carbon utilization	CAZY	Xyloglucan Oligo Cleavage (Hemicellulose), Arabinan Backbone Cleavage, Arabinan Oligo Cleavage	Glycoside Hydrolases	2	M
Contig38742584||full_4	Contig38742584||full							3	MKF
Contig39015512||full_27	Contig39015512||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig39015512||full_93	Contig39015512||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig39015512||full_317	Contig39015512||full							2	MK
Contig39015512||full_324	Contig39015512||full							2	MK
Contig39015512||full_325	Contig39015512||full							2	MK
Contig39531672||full_3	Contig39531672||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig39548205||full_38	Contig39548205||full							2	MK
Contig39575753||full_32	Contig39575753||full							2	MK
Contig39575755||full_4	Contig39575755||full							3	MKTF
Contig39575756||full_75	Contig39575756||full							3	MKT
Contig39575757||full_115	Contig39575757||full							2	MKF
Contig39603501||full_4	Contig39603501||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig39608419||full_59	Contig39608419||full							1	MK
Contig39691645||full_10	Contig39691645||full	K02793	PTS-Man-EIIA; PTS system, mannose-specific IIA component	Transporters			PTS system, mannose-specific II component	2	M
Contig39691645||full_10	Contig39691645||full	K02793	mannose PTS system EIIA component	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	mannose degradation	Fructose and mannose metabolism	2	M
Contig39691645||full_47	Contig39691645||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	M
Contig3997940||full_4	Contig3997940||full	GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage	Glycoside Hydrolases	3	MKEF
Contig40043020||full_74	Contig40043020||full							2	MK
Contig40043020||full_81	Contig40043020||full							2	MK
Contig4030186||full_102	Contig4030186||full							1	MKT
Contig4030192||full_2	Contig4030192||full							3	MKF
Contig40532093||full_8	Contig40532093||full							3	MKF
Contig40651613||full_4	Contig40651613||full							1	MKF
Contig40679275||full_3	Contig40679275||full							3	MKF
Contig40938785||full_11	Contig40938785||full							1	MK
Contig41425894||full_15	Contig41425894||full							2	MK
Contig4142782||full_3	Contig4142782||full	K03520	carbon-monoxide dehydrogenase large subunit	Energy	C1		Acetyl-CoA pathway	2	MF
Contig4142998||full_14	Contig4142998||full							2	MK
Contig4142998||full_69	Contig4142998||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig41635471||full_21	Contig41635471||full							3	MKF
Contig41839793||full_17	Contig41839793||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	M
Contig41878692||full_23	Contig41878692||full	M19	Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized	Organic Nitrogen	Peptidase		Dipeptidases	2	M
Contig41878692||full_36	Contig41878692||full							1	MK
Contig42194469||full_35	Contig42194469||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
Contig42194469||full_38	Contig42194469||full							2	MK
Contig42254196||full_7	Contig42254196||full							3	MKF
Contig42569528||full_2	Contig42569528||full	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
Contig42829700||full_8	Contig42829700||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	MF
Contig42840789||full_10	Contig42840789||full							3	MKF
Contig42896097||full_20	Contig42896097||full							3	MKF
Contig42898049||full_3	Contig42898049||full	S10	Catlytic type: Serine; preference for hydrophobic residues in positions P1 and P1 OR  preference for the basic amino acids either side of the scissile bond	Organic Nitrogen	Peptidase		Carboxypeptidases	3	MKF
Contig42979066||full_3	Contig42979066||full							3	MKF
Contig4308101||full_3	Contig4308101||full							2	MKF
Contig43145504||full_20	Contig43145504||full							3	MK
Contig43350130||full_5	Contig43350130||full							3	MKF
Contig4335605||full_38	Contig4335605||full							2	MK
Contig4335605||full_63	Contig4335605||full							2	MK
Contig4335605||full_115	Contig4335605||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig4335605||full_116	Contig4335605||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig4335605||full_133	Contig4335605||full							2	MK
Contig4335609||full_29	Contig4335609||full							1	MK
Contig43433059||full_2	Contig43433059||full							2	MKF
Contig43433059||full_4	Contig43433059||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig43433059||full_5	Contig43433059||full							2	MKF
Contig43941866||full_6	Contig43941866||full							2	MKF
Contig43949300||full_5	Contig43949300||full							3	MKF
Contig43970657||full_14	Contig43970657||full	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MK
Contig43970657||full_14	Contig43970657||full	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	2	MK
Contig43970657||full_14	Contig43970657||full	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	2	MK
Contig44058082||full_4	Contig44058082||full							3	MKF
Contig44058082||full_5	Contig44058082||full							3	MKF
Contig44058084||full_6	Contig44058084||full							3	MKF
Contig44058085||full_2	Contig44058085||full							3	MKF
Contig44058085||full_15	Contig44058085||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	M
Contig44340594||full_2	Contig44340594||full							3	MKF
Contig44562329||full_3	Contig44562329||full							3	MKF
Contig44715763||full_117	Contig44715763||full							1	MK
Contig44744865||full_26	Contig44744865||full							3	MKEF
Contig44889283||full_5	Contig44889283||full							3	MKF
Contig44920558||full_57	Contig44920558||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
Contig44982327||full_7	Contig44982327||full							3	MK
Contig45138995||full_5	Contig45138995||full							2	MKF
Contig45155561||full_3	Contig45155561||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig45155561||full_4	Contig45155561||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig45399868||full_7	Contig45399868||full	K02913	large subunit ribosomal protein L33	MISC	Information systems		Ribosome, bacteria	1	M
Contig45399868||full_13	Contig45399868||full							1	MK
Contig45427360||full_7	Contig45427360||full							3	MK
Contig45519022||full_6	Contig45519022||full							2	MKF
Contig4576623||full_20	Contig4576623||full							1	MK
Contig45767542||full_4	Contig45767542||full	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2] [RN:R01251]	Organic Nitrogen	Amino Acid		Proline biosynthesis, glutamate => proline	3	MF
Contig45866318||full_9	Contig45866318||full							2	MKF
Contig45994101||full_3	Contig45994101||full							3	MKF
Contig46049797||full_4	Contig46049797||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
